question_id,question,document_id,source_document_id,document_id_migrated,strict_chunk_id,acceptable_chunk_ids,acceptable_chunk_count,reference_candidate,reference_claims_json,evidence_preview,question_supported,reference_answer_reviewed,acceptable_chunks_reviewed,model_cleanup_applied,model_cleanup_notes,reviewer_notes
rq039,吻合口面积和角度如何影响侧端动静脉瘘的压降与流量分配？,doc_9f299f,doc_9f299f,FALSE,doc_9f299f:85cb2fce6d2614d1,doc_9f299f:85cb2fce6d2614d1,1,吻合口横截面积越大，吻合口压降越小，流量分配越偏向近端静脉；角度小于约43°时压降基本稳定，超过43°后压降下降；角度超过58°时近端动脉入流不足，可出现远端动脉逆流。,"[{""claim_id"": ""rq039-c1"", ""claim_text"": ""吻合口横截面积越大，吻合口压降越小，流量分配越偏向近端静脉；角度小于约43°时压降基本稳定，超过43°后压降下降；角度超过58°时近端动脉入流不足，可出现远端动脉逆流。"", ""acceptable_chunk_ids"": [""doc_9f299f:85cb2fce6d2614d1""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Hemodynamic impact of anastomosis sizeand anglein side-to-end arteriovenous fistulae: a computer analysis   ## Koen Van Canneyt¹, Thierry Pourchez2, Sunny Eloot3, Caroline Guillame¹, Alexandre Bonnet¹,   **Patrick Segers¹, Pascal Verdonck¹**   ¹Institute of Biomedical Technology (IBiTech), Ghent University, Ghent-Belgium   2Clinique Ambroise Paré de Béthune-Beuvry, Beuvry-France   3Nephrology Department, Ghent University Hospital, Ghent-Belgium   **ABSTRACT: Purpose: An arteriovenous fistula (AVF) is the first choice vascular access for hemodialysis. The AVF pathway can** **be seen as consis",,通过,通过,TRUE,仅摘要候选完整给出面积和角度对压降及流量分配的方向与阈值。,单chunk独立覆盖面积效应(越大→压降越小→近端静脉流量越多)和角度阈值(43和58)及逆流条件。数值阈值经原文验证。
rq040,动脉狭窄伪声模型中，血管壁压力谱到皮肤表面压力谱的滤波关系是什么？,doc_a221f8,doc_a221f8,FALSE,doc_a221f8:aeded9d27dd8b22c,doc_a221f8:aeded9d27dd8b22c,1,动脉壁压力谱与皮肤表面压力谱之间可用相似性和局部轴向均匀假设联系，其传递表现为约与ω^-2成比例的滤波因子；这并非组织的频率依赖性体吸收所致，而来自随机信号在观测时的叠加方式。,"[{""claim_id"": ""rq040-c1"", ""claim_text"": ""动脉壁压力谱与皮肤表面压力谱之间可用相似性和局部轴向均匀假设联系，其传递表现为约与ω^-2成比例的滤波因子；这并非组织的频率依赖性体吸收所致，而来自随机信号在观测时的叠加方式。"", ""acceptable_chunk_ids"": [""doc_a221f8:aeded9d27dd8b22c""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # PSEUDO-SOUND GENERATION AT ATHEROSCLEROTIC   ## CONSTRICTIONS IN ARTERIES   ■J.J.FREDBERG   Department of Mechanical Engineering,   Massachusetts Institute of Technology,   Cambridge, Massachusetts 02139   Sounds and murmurs have long been emnployed to qualitatively diagnose cardiovascular disease. However, quantitative diagnosis has been hindered by the lack of understanding of the sound generation and transmission mechanisms. Clinical phonoangiographic studies have shown that simple assumptions about low frequency sound transmission through tissue surrounding an artery are inadequate for o",,通过,通过,TRUE,唯一候选直接给出滤波关系和物理解释，并修正原reference中的符号乱码。,单chunk独立覆盖滤波关系(omega^-2)和物理解释(非体吸收→随机信号叠加方式)。与Fredberg经典伪声理论一致。
rq041,动静脉瘘体格检查包括哪三个基本步骤，文献使用哪些金标准检查验证异常发现？,doc_a40c57,doc_a40c57,FALSE,doc_a40c57:4b4d4346a12e140a,doc_a40c57:4b4d4346a12e140a,1,动静脉瘘体格检查的三个基本组成是视诊、触诊和听诊；异常体征采用超声和血管造影等金标准检查验证。,"[{""claim_id"": ""rq041-c1"", ""claim_text"": ""动静脉瘘体格检查的三个基本组成是视诊、触诊和听诊；异常体征采用超声和血管造影等金标准检查验证。"", ""acceptable_chunk_ids"": [""doc_a40c57:4b4d4346a12e140a""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] ## Abstract   The maintenance of vascular access patency for end-stage renal disease patients on hemodialysis is necessary for survival. Many nephrologists, nurse practitioners, and nurses have limited experience with the physical examination of the arteriovenous fistula. In this review, we define key terms used in the assessment of an arteriovenous fistula. We discuss the arteriovenous fistula physical exam, including details of inspection, palpation, and auscultation. Using these concepts, we review the abnormal findings that can assist practitioners in determining the location of a stenosis",,通过,通过,TRUE,仅摘要候选同时直接给出三个检查步骤和两种金标准检查。,单chunk独立覆盖三步骤(视诊/触诊/听诊)及金标准验证方法(超声/血管造影)。临床检查标准清晰。
rq042,受限通道脉动流的 DNS 和 LES 揭示了狭窄下游哪些主要流动结构？,doc_a770c3,doc_a770c3,FALSE,doc_a770c3:56fb954adeb5e94e,doc_a770c3:56fb954adeb5e94e;doc_a770c3:194d2074610204f2;doc_a770c3:f64cc54616c14aff;doc_a770c3:00442b0be6286949,4,在所研究的雷诺数范围内，狭窄下游流动由两条分离剪切层的复杂动力学主导：一条从狭窄唇缘分离，另一条从对侧壁分离。,"[{""claim_id"": ""rq042-c1"", ""claim_text"": ""在所研究的雷诺数范围内，狭窄下游流动由两条分离剪切层的复杂动力学主导：一条从狭窄唇缘分离，另一条从对侧壁分离。"", ""acceptable_chunk_ids"": [""doc_a770c3:56fb954adeb5e94e"", ""doc_a770c3:194d2074610204f2"", ""doc_a770c3:f64cc54616c14aff"", ""doc_a770c3:00442b0be6286949""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Numerical study of pulsatile flow in aconstricted channel   **By R. MITTAL¹,S.P.SIMMON** $S^{2}$ **AND F. NAJJAR3**   ¹Department of Mechanical and Aerospace Engineering, The George Washington University,   Suite T729, 801 22nd St NW, Washington, DC 20052, USA   2Department of Mechanical Engineering, University of Florida, Gainesville, FL 32611, USA   3Center for Simulation of Advanced Rockets, University of Illinois, Urbana-Champaign, IL 61801, USA   (Received 10 October 2001 and in revised form 16 January 2003)   Pulsatile flow in a planar channel with a one-sided semicircular constriction || [24] FIGURE 14. Contour plot of turbulent kinetic energy $\left\langle u_{1}^{\prime \prime }u_{1}^{\prime \prime }\right\rangle /2$ for various cases.   (a) $Re=750$ $\text {(b)}Re=1400$ (c) $Re=2000.$   region on the upper wall. As the high-speed flow coming through the constriction attaches to the upper wall, it results in an increase in the skin friction and the local maxima in $\left\langle C_{f}\right\rangle$ at about $x_{1}/H=14$ is due to this phenomenon. Downstream of this region, the flow begins to revert back to a nominal pulsatile flow in a channel and the skin friction values are fairl || [42] ## 5.Conclusions   Direct numerical simulation and large-eddy simulation have been used to study pulsatile flow in a channel with a one-sided semicircular constriction over a range of Reynolds numbers from 750 to 2000. The study is motivated by the quest to understand the dynamics of flows downstream of severe arterial constrictions. The non-dimensional pulsation frequency is fixed to a value of 0.024 and this, along with the chosen range of Reynolds numbers, gives a parametric range which is relevant to blood flow in the larger arteries of the human cardiovascular system. It is found that des || [43] In order to characterize the dynamics of the complex unsteady flow downstream of the constriction, flow variables have been decomposed into a phase average and a fluctuation from this average. The phase average includes the time-mean as well as the low-frequency portion of the variation which is associated directly with the flow pulsation. On the other hand, the fluctuation from the phase average contains only the high-frequency content which is characteristic of the non-deterministic turbulence associated variations in the flow. The computed turbulent kinetic energy indicates that the two she",,通过,通过,TRUE,四个候选均直接说明两条剪切层及其主导流动或产湍作用。,四chunk联合支撑。Chunk1和Chunk3(结论)独立描述两条分离剪切层(狭窄唇缘+对侧壁)。雷诺数范围Re=750-2000经原文验证。
rq043,临床试验中判定 ESRD 需要考虑哪些核心条件和特殊情况？,doc_ac0415,doc_ac0415,FALSE,doc_ac0415:02ad36e514d5d159,doc_ac0415:02ad36e514d5d159,1,临床试验判定ESRD时，应由症状性尿毒症或晚期无症状性尿毒症确认透析需要，确认透析的慢性以区别急性透析，处理无法获得、拒绝或被认为无效的透析情形，并采用正式的终点判定程序。,"[{""claim_id"": ""rq043-c1"", ""claim_text"": ""临床试验判定ESRD时，应由症状性尿毒症或晚期无症状性尿毒症确认透析需要，确认透析的慢性以区别急性透析，处理无法获得、拒绝或被认为无效的透析情形，并采用正式的终点判定程序。"", ""acceptable_chunk_ids"": [""doc_ac0415:02ad36e514d5d159""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## ABSTRACT   Unlike definition of stroke and myocardial infarction, there is no uniformly agreed upon definition to adjudicate end-stage renal disease (ESRD). ESRD remains the most unambiguous and clin-ically relevant end point for clinical trialists, regulators, payers and patients with chronic kidney disease. The prescription of dia-lysis to patients with advanced chronic kidney disease is subject-ive and great variations exist among physicians and countries. Given the difficulties in diagnosing ESRD, the presence of esti-mated GFR &lt;15mL/min/1.7 3m² itself has been suggested as an end po",,通过,通过,TRUE,仅摘要候选完整列出透析需要、慢性、未实施透析及判定流程四类条件。,单chunk独立覆盖ESRD判定四类条件(透析需要/慢性确认/无法获得或无效透析情形/正式终点判定程序)。临床试验标准表述完整。
rq044,计算机辅助动静脉瘘声音分析研究如何采集和处理血管杂音信号？,doc_add0a1,doc_add0a1,FALSE,doc_add0a1:77489000c74e9c1d,doc_add0a1:77489000c74e9c1d;doc_add0a1:e580ac8ad7b57bc1,2,"患者在周中透析前仰卧休息，由临床检查确定杂音最强处，再用灵敏度20–20,000 Hz、连接便携式电脑的电子听诊器，以22,000 Hz采样率录制无损WAV信号；随后用FFT分析，并将频率划分为40个、每个250 Hz的区间，同时以多普勒超声测量瘘血流量。","[{""claim_id"": ""rq044-c1"", ""claim_text"": ""患者在周中透析前仰卧休息，由临床检查确定杂音最强处，再用灵敏度20–20,000 Hz、连接便携式电脑的电子听诊器，以22,000 Hz采样率录制无损WAV信号；随后用FFT分析，并将频率划分为40个、每个250 Hz的区间，同时以多普勒超声测量瘘血流量。"", ""acceptable_chunk_ids"": [""doc_add0a1:77489000c74e9c1d"", ""doc_add0a1:e580ac8ad7b57bc1""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## 4 Radiology Department, Aristotle University, Thessaloniki-Greece   The purpose of this study was to reveal the unique sound characteristics of the bruit produced by arte-riovenous fistulae (AVF), using a computerized method. An electronic stethoscope (20 Hz to 20 000 Hz sensitivity) was used, connected to a portable laptop computer. Forty prevalent hemodialysis patients participated in the study. All measurements were made with patients resting in supine position, prior to the initiation of mid-week dialysis session. Standard color Doppler technique was used to estimate blood flow. Clinica || [4] <!-- ©2013 Wichtig Editore-ISSN 0391-3988 -->   <!-- 173 -->   ### Computer assisted sound analysis of AVF   the easiest and cheapest method; unfortunately it is also prone to experience bias.   The purpose of the present study was to reveal the unique sound characteristics of the bruit produced by AVFs, with the assistance of a computerized method. An electronic stethoscope with a sensitivity of 20 Hz to 20 000 Hz, con-nected to a portable laptop computer (Intel 2.00 GHz CPU, 1 GHz RAM) was used. Forty prevalent hemodialysis pa-tients participated in the study. Approval of the Institutional R",,通过,通过,TRUE,两段均独立覆盖采集体位、设备、录制参数、FFT处理和频带划分。,Chunk1独立覆盖全部采集参数：仰卧/周中透析前、20 Hz-20 000 Hz电子听诊器、22 000 Hz采样率WAV、FFT分析、40个250 Hz频带、多普勒超声。数值格式(空格分隔)与中文表述(逗号分隔)等价。
rq045,MRI 结合 CFD 如何用于观察动静脉瘘成熟过程中的 WSS 和血管重塑变化？,doc_adffac,doc_adffac,FALSE,doc_adffac:d382ea9b19fbeafa,doc_adffac:d382ea9b19fbeafa,1,研究在围手术期、术后1个月和3个月对3名患者采集无对比剂MRA与MRV；MRA分割提供患者特异性血管几何，MRV提供时变边界条件，脉动CFD据此追踪WSS变化。静脉段扰动流造成WSS分布不均并与非均匀重塑一致，而吻合口上游动脉未见扰动流，与较均匀重塑一致。,"[{""claim_id"": ""rq045-c1"", ""claim_text"": ""研究在围手术期、术后1个月和3个月对3名患者采集无对比剂MRA与MRV；MRA分割提供患者特异性血管几何，MRV提供时变边界条件，脉动CFD据此追踪WSS变化。静脉段扰动流造成WSS分布不均并与非均匀重塑一致，而吻合口上游动脉未见扰动流，与较均匀重塑一致。"", ""acceptable_chunk_ids"": [""doc_adffac:d382ea9b19fbeafa""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Vascular Remodeling in Autogenous Arterio-Venous Fistulas by MRI   ## and CFD   MONICA SIGOVAN,¹ VITALIY RAYZ,¹ W ARREN GASPE R,²HUGH F.ALLEY,2(CHRISTOPHER D. OWENS,2,3   and DAVID SALONER 1,4   $\{\}^{1}\mathrm {De}$ partment of Radiology and Biomedical Imaging, University of California, San Francisco, 4150 Clement Street,Box 411D, San Francisco 94121, CA, USA; $\{\}^{2}\mathrm {De}$ partment of Vascular Surgery,University of California, San Francisco, CA, USA; $\{\}^{3}\mathrm {\;V}$ scular Surgery Service, VA Medical Center, San Francisco, CA, USA; and $\{\}^{4}\mathrm {R}$ adiology Servi",,通过,通过,TRUE,唯一候选完整说明MRI至CFD的建模流程及WSS与血管重塑观察。,单chunk独立覆盖MRI/CFD流程：三个时间点(perioperative/1月/3月)、3名患者、MRA分割几何、MRV边界条件、脉动CFD、扰动流与重塑关系。non-contrast MRI明确。
rq046,血管声音可视化系统的 INDEX 与平均流量和阻力指数有什么关系？,doc_ae606d,doc_ae606d,FALSE,doc_ae606d:357f6b77547d654d,doc_ae606d:357f6b77547d654d;doc_ae606d:82fcbda77cb5325b;doc_ae606d:fcdad445b16f089f,3,INDEX与肱动脉平均流量显著正相关（Spearman r=0.68，p<0.001），与阻力指数显著负相关（r=-0.51，p<0.001）。,"[{""claim_id"": ""rq046-c1"", ""claim_text"": ""INDEX与肱动脉平均流量显著正相关（Spearman r=0.68，p<0.001），与阻力指数显著负相关（r=-0.51，p<0.001）。"", ""acceptable_chunk_ids"": [""doc_ae606d:357f6b77547d654d"", ""doc_ae606d:82fcbda77cb5325b"", ""doc_ae606d:fcdad445b16f089f""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[2] ## Abstract   **Backgrounds**: Vascular access (VA) is a lifeline for maintenance hemodialysis patients. Monitoring and surveillance of VA, therefore, play an important role for maintaining VA patency. Surveillance needs special apparatus to estimate the VA function, while, monitoring including physical examination does not usually need such devices but highly skill-dependent and qualitative.   **Purpose**: We report the clinical utility in monitoring and surveillance of VA using a newly developed electronic stethoscope and vascular sound visualization application.   **Methods**: One hundred e || [6] ### Statistics   Spearman's Rank Correlation Coefficient was used to eval-uate the correlation between INDEX and FVm or RI.The p less than 0.05 was considered statistically significant. Access blood flow lower than 350mL/min has been con-sidered as functional deterioration in vascular access. $8,19$ We applied the same value for FVm as significant func-tional reduction. RI higher than 0.6 indicates an existence of stenosis lesion. $19,2$ We applied three values 0.6,0.65, and 0.7 as intrinsic significance for maintaining blood flow. INDEX cutoff values were calculated by receiver operating char || [8] ## Discussion   Hemodialysis access is the life line for maintenance dialy-sis patients. Monitoring and surveillance are key to detect access dysfunction and to maintain healthy vascular access with a timely intervention. The NKF KDOQI Clinical Practice Guidelines 2006 Update for vascular access defined the terms of monitoring and surveillance of vascu-lar access. Monitoring refers to the evaluation of the vas-cular access by means of physical examination to detect physical signs that suggest the presence of dysfunction. Surveillancerefers to the periodic evaluation of the vascu-lar access by ",,通过,通过,TRUE,保留直接给出相关方向和系数的摘要、结果及图示文本，删除仅描述研究方法的候选。,"Chunk2(统计方法段)独立覆盖INDEX与平均流量的Spearman正相关(r=0.68, p<0.001)及与阻力指数的负相关(r=-0.51, p<0.001)。数值经原文验证。"
rq047,动静脉通路常见的失败并发症包括哪些类型？,doc_b2d769,doc_b2d769,FALSE,doc_b2d769:10d9ca5458251fc8,doc_b2d769:10d9ca5458251fc8;doc_b2d769:34d812532058bc4f,2,常见的动静脉通路并发症包括成熟失败、狭窄形成和血栓形成。,"[{""claim_id"": ""rq047-c1"", ""claim_text"": ""常见的动静脉通路并发症包括成熟失败、狭窄形成和血栓形成。"", ""acceptable_chunk_ids"": [""doc_b2d769:10d9ca5458251fc8"", ""doc_b2d769:34d812532058bc4f""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # Stenosis, and Thrombosis   ©The Author(s) 2016   Reprints and permission:   sagepub.com/journalsPermissions.nav   DOI:10.1177/2054358116669126   cjk.sagepub.com   <!-- &#36;SAGE -->   Jennifer **M. MacRae',** **Christine Dipchand²,Matthew Oliver³,** **Louise Moist⁴, Charmaine Lok⁵,Edward Clark6, Swapnil** **Hiremath', Joanne Kappel', Mercedeh Kiaii8, Rick Luscombe',** **and Lisa M. Miller¹⁰; on behalf of the Canadian Society of** **Nephrology Vascular Access Work Group**  ## Abstract   Vascular access-related complications can lead to patient morbidity and reduced patient quality of life. So || [3] ## Keywords   primary failure, primary patency, secondary patency, peripheral stenosis, angioplasty, access thrombosis, access monitoring, access surveillance   Received July 14, 2016. Accepted for publicationAugust 4,2016.   Vascular access-related complications can lead to patient morbidity and reduced patient quality of life. An individual's likelihood of developing various vascular access complica-tions varies over time.³ Somne of the common arteriovenous access complications include failure to mature, stenosis for-mation, and thrombosis. Management and treatment of these complications are",,通过,通过,TRUE,两段均完整列出三类并发症；删除只讨论原发失败定义的候选。,两chunk均独立列出三种并发症(成熟失败/狭窄形成/血栓形成)。术语一致(failure to mature/stenosis formation/thrombosis)。
rq048,系统综述如何总结剪切应力、向外重塑和动静脉瘘内膜增生之间的证据？,doc_b95bd6,doc_b95bd6,FALSE,doc_b95bd6:f8afc8714b20d85a,doc_b95bd6:f8afc8714b20d85a,1,大曲率半径的弯曲瘘通过向外重塑使剪切应力随时间降低或恢复正常；小曲率半径的较直瘘剪切应力随时间升高，而管腔面积很少或不增加。低剪切和振荡剪切可能促进内中膜增厚，但综述认为证据仍不足，且研究异质性妨碍数据合并。,"[{""claim_id"": ""rq048-c1"", ""claim_text"": ""大曲率半径的弯曲瘘通过向外重塑使剪切应力随时间降低或恢复正常；小曲率半径的较直瘘剪切应力随时间升高，而管腔面积很少或不增加。低剪切和振荡剪切可能促进内中膜增厚，但综述认为证据仍不足，且研究异质性妨碍数据合并。"", ""acceptable_chunk_ids"": [""doc_b95bd6:f8afc8714b20d85a""], ""review_stage"": ""model_assisted_candidate_cleanup""}]",[4] ## Results   Outward remodelling occurred to reduce or normalise the level of shear stress over time in fistulae with a large radius of curvature (curved) whereas shear stress was found to aug-ment over time in fistulae with a small radius of curvature (straight) coinciding with minimal to no increases in lumen area. Although this review highlighted that there is a growing body of evidence suggesting low and oscillating shear stress may stimulate the initiation and development of intimal medial thickening within AVFs. Further lines of evidence are needed to support the disturbed flow theory an,,通过,通过,TRUE,仅结果摘要完整关联剪切应力、向外重塑、内中膜增厚及证据限制。,单chunk独立覆盖弯曲瘘向外重塑降低WSS、较直瘘WSS升高管腔不增、低/振荡WSS可能促进内中膜增厚、证据不足且异质性妨碍合并。结论措辞使用may适当。
rq049,CFD 研究如何比较侧侧吻合与端侧吻合的压降、流量和壁面剪切应力？,doc_bbd5c3,doc_bbd5c3,FALSE,doc_bbd5c3:150c77aa0f10b693,doc_bbd5c3:150c77aa0f10b693;doc_bbd5c3:f59ad7fa567fa731;doc_bbd5c3:6357949dee1b74cc,3,侧侧吻合和90°端侧吻合的压降最低且静脉流出量较高，45°端侧吻合的压降最高且静脉流出量较低。侧侧吻合的WSS强度较低、分布最均匀，其后依次为45°和90°端侧吻合；侧侧和90°端侧吻合还具有逆向动脉流出的倾向。,"[{""claim_id"": ""rq049-c1"", ""claim_text"": ""侧侧吻合和90°端侧吻合的压降最低且静脉流出量较高，45°端侧吻合的压降最高且静脉流出量较低。侧侧吻合的WSS强度较低、分布最均匀，其后依次为45°和90°端侧吻合；侧侧和90°端侧吻合还具有逆向动脉流出的倾向。"", ""acceptable_chunk_ids"": [""doc_bbd5c3:150c77aa0f10b693"", ""doc_bbd5c3:f59ad7fa567fa731"", ""doc_bbd5c3:6357949dee1b74cc""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[0] # Computational fluid dynamic evaluation of the side-to-side anastomosis for arteriovenous fistula   Jeffrey E. Hull, MD, Boris V. Balakin, PhD,b Brad M. Kellerman, BSc,and David K. Wrolstad, BSc, North Chesterfield, Va;Bergen, Norway; and San Juan Capistrano,Calif   Objective: The goal of this research was to compare side-to-side (STS) and end-to-side (ETS) anastomoses in a computer model of the arteriovenous fistula with computational fluid dynamic analysis.   Methods: A matrix of 17 computer arteriovenous fistula models (SolidWorks, Dassault Systèmes, France) of artery-vein pairs (3-mm-diam || [4] ## RESULTS   Pressure drop across the anastomosis is inversely propor-tional to anastomosis CSA and to venous outflow and is proportional to arterial inflow. STS and $90^{\circ }$  ETS configura-tions had the lowest pressure drops and were nearly iden-tical, whereas the $45^{\circ }$  ETS configuration had the highest (Fig 1). In the STS anastomosis, mean venous outflow increased with anastomosis CSA from $390mL/min$  at $3.5\mathrm {\;mm}^{2}$  CSA to $886mL/min$ at $18.8\mathrm {\;mm}^{2}$  CSA in the $3+3$  model and increased by an average of $93mL/min$ (standard deviation [SD], 32) in the || [7] ## DISCUSSION   CFD has been used to evaluate pressure, flow, anasto-motic CSA, anastomotic angle, velocity vector, WSS profile, and the development of intimal hyperplasia in AVFs. $124$ Validation of several models has been performed in1 vitro and in vivo in animal and human models.1,4--We purposely replicated Van Canneyt and colleagues' model and configuration as a way to validate our results and provide an extended comparison of STS and ETS anasto-moses.2 In the $4+6$ model of $6.0\times 4.0$ -mm anastomoses in the $45^{\circ }$ and $90^{\circ }$  ETS anastomoses, our findings in eval-uatin",,通过,通过,TRUE,保留直接比较压降、流量和WSS结果的摘要、结果及讨论，删除仅描述评价方法的候选。,Chunk2(结果段)独立覆盖三种吻合配置的压降、静脉流出和WSS比较。Chunk3(讨论)补充逆向动脉流出倾向。数值方向(侧侧=90ETS最低压降/最高流出、45ETS最高压降)经原文验证。
rq050,用于非侵入性动静脉瘘状态诊断的原型设备由哪些模块组成，研究纳入了多少患者？,doc_c2a542,doc_c2a542,FALSE,doc_c2a542:32833409a6a58823,doc_c2a542:32833409a6a58823,1,原型设备由动静脉瘘信号采集、信息处理与分类、结果呈现三个子模块组成；研究纳入38名使用动静脉瘘长期血液透析的ESRD患者。,"[{""claim_id"": ""rq050-c1"", ""claim_text"": ""原型设备由动静脉瘘信号采集、信息处理与分类、结果呈现三个子模块组成；研究纳入38名使用动静脉瘘长期血液透析的ESRD患者。"", ""acceptable_chunk_ids"": [""doc_c2a542:32833409a6a58823""], ""review_stage"": ""model_assisted_candidate_cleanup""}]","[1] # using machine learning methods   Marcin Grochowina¹, Lucyna Leniowska¹ & Agnieszka Gala-Bładzińska¹,2   Pattern recognition and automatic decision support methods provide significant advantages in the area of health protection. The aim of this work is to develop a low-cost tool for monitoring arteriovenous fistula (AVF) with the use of phono-angiography method. This article presents a developed and diagnostic device that implements classification algorithms to identify 38 patients with end stage **renal** disease, chronically hemnodialysed using an AVF, at risk of vascular access stenosis. W",,通过,通过,TRUE,唯一候选同时直接给出三个设备模块和38名患者。,单chunk独立覆盖三模块(信号采集/信息处理与分类/结果呈现)及患者数(38名ESRD长期血液透析)。数值经原文验证。
